Lecture ID,Lecture title,YouTube URL,Output name
hydrocarbons-lecture-15,Properties of Alkenes 4: Addition of Water - OxyMercuration-Demercuration,https://youtu.be/VwqsHLLNOMQ,comments-15-properties-of-alkenes-4-addition-of-water-oxymercuration-demercuration
hydrocarbons-lecture-16,Properties of Alkenes 5: Ozonolysis - Addition of Ozone,https://youtu.be/rAb6uGLCsos,comments-16-properties-of-alkenes-5-ozonolysis-addition-of-ozone
haloalkanes-and-haloarenes-lecture-01,Preparation Of HaloAlkanes 1 - From Alkanes and Alkene,https://youtu.be/8OoPwXO110w,comments-01-preparation-of-haloalkanes-1-from-alkanes-and-alkene
haloalkanes-and-haloarenes-lecture-02,Preparation Of HaloAlkanes 2 - From Alcohols: Lucas Reagent and Others,https://youtu.be/QEorYP2vfaw,comments-02-preparation-of-haloalkanes-2-from-alcohols-lucas-reagent-and-others
haloalkanes-and-haloarenes-lecture-03,Preparation Of HaloAlkanes 3 - Halogen Exchange & Hunsdiecker Method,https://youtu.be/nUGXEYGHUco,comments-03-preparation-of-haloalkanes-3-halogen-exchange-and-hunsdiecker-method
haloalkanes-and-haloarenes-lecture-04,Properties of HaloAlkanes 1: SN1 and SN2 Reaction,https://youtu.be/k7a5aUsZ5do,comments-04-properties-of-haloalkanes-1-sn1-and-sn2-reaction
haloalkanes-and-haloarenes-lecture-05,Reaction with KOH / AgOH / KCN / AgCN / KNO2 / AgNO2 / NH3 / RONa / H2O,https://youtu.be/RL7wOVHVjUg,comments-05-reaction-with-koh-agoh-kcn-agcn-kno2-agno2-nh3-rona-h2o
haloalkanes-and-haloarenes-lecture-06,Properties of HaloAlkanes 3: Elimination Reaction - E1 & E2,https://youtu.be/5zaYHb6IYl0,comments-06-properties-of-haloalkanes-3-elimination-reaction-e1-and-e2
haloalkanes-and-haloarenes-lecture-07,Properties of HaloAlkanes 4: Reaction with Metals,https://youtu.be/EUZ-XLOUOtk,comments-07-properties-of-haloalkanes-4-reaction-with-metals
haloalkanes-and-haloarenes-lecture-08,Preparation of HaloArenes - Sandmeyer & Gattermann Reaction,https://youtu.be/QRODzMULKiA,comments-08-preparation-of-haloarenes-sandmeyer-and-gattermann-reaction
haloalkanes-and-haloarenes-lecture-09,Chemical Properties of HaloArenes,https://youtu.be/FTV4Z0jQFbE,comments-09-chemical-properties-of-haloarenes
alcohols-phenols-and-ethers-lecture-01,"Introduction, Classification & Nomenclature",https://youtu.be/IviTZ45FrJY,comments-01-introduction-classification-and-nomenclature
alcohols-phenols-and-ethers-lecture-02,Preparation of Alcohols 1: From Alkenes,https://youtu.be/H2J2mqKnE3A,comments-02-preparation-of-alcohols-1-from-alkenes
alcohols-phenols-and-ethers-lecture-03,Preparation of Alcohols 2: From Carbonyl Compounds & Carboxylic Acid,https://youtu.be/wA0WFwCX118,comments-03-preparation-of-alcohols-2-from-carbonyl-compounds-and-carboxylic-acid
alcohols-phenols-and-ethers-lecture-04,Preparation of Alcohols 3: From Grignard's Reagent,https://youtu.be/18IOlI_LB3Q,comments-04-preparation-of-alcohols-3-from-grignards-reagent
alcohols-phenols-and-ethers-lecture-05,Properties of Alcohols 1: Acidic Nature - Esterification,https://youtu.be/43fUJXk1IG4,comments-05-properties-of-alcohols-1-acidic-nature-esterification
alcohols-phenols-and-ethers-lecture-06,Properties of Alcohols 2: Lucas Test,https://youtu.be/omkLiGrJ7lc,comments-06-properties-of-alcohols-2-lucas-test
alcohols-phenols-and-ethers-lecture-07,Properties of Alcohols 3: Dehydration of Alcohols,https://youtu.be/85mR5D9FdDk,comments-07-properties-of-alcohols-3-dehydration-of-alcohols
alcohols-phenols-and-ethers-lecture-08,Properties of Alcohols 4: Oxidation of Alcohols,https://youtu.be/Stf9w6zKxA4,comments-08-properties-of-alcohols-4-oxidation-of-alcohols
alcohols-phenols-and-ethers-lecture-09,Preparation of Phenols - All Methods,https://youtu.be/VNq80BPrpuU,comments-09-preparation-of-phenols-all-methods
alcohols-phenols-and-ethers-lecture-10,Properties of Phenols 1: Acidic Nature of Phenols,https://youtu.be/Q9bwDMbno3w,comments-10-properties-of-phenols-1-acidic-nature-of-phenols
alcohols-phenols-and-ethers-lecture-11,Properties of Phenols 2: Esterification & Reactions of Benzene Ring,https://youtu.be/iaPxJMoH5n0,comments-11-properties-of-phenols-2-esterification-and-reactions-of-benzene-ring
alcohols-phenols-and-ethers-lecture-12,Properties of Phenols 3: Reimer-Tiemann & Kolbe's Reaction,https://youtu.be/3lV7AUXzXeI,comments-12-properties-of-phenols-3-reimer-tiemann-and-kolbes-reaction
alcohols-phenols-and-ethers-lecture-13,Preparation of Ethers - Dehydration of Alcohol & Williamson Synthesis,https://youtu.be/lEWUaD8n_8Q,comments-13-preparation-of-ethers-dehydration-of-alcohol-and-williamson-synthesis
alcohols-phenols-and-ethers-lecture-14,Properties of Ethers: Reaction with HI & Reaction of Aryl Ethers,https://youtu.be/1b-5HgdXFIc,comments-14-properties-of-ethers-reaction-with-hi-and-reaction-of-aryl-ethers
aldehydes-and-ketones-lecture-01,Methods of Preparation of Aldehydes and Ketones,https://youtu.be/gKp1aM42VvI,comments-01-methods-of-preparation-of-aldehydes-and-ketones
aldehydes-and-ketones-lecture-02,Preparation of Aldehydes & Ketones - Dry Distillation of Carboxylic Acids,https://youtu.be/xG2ecZqAC-c,comments-02-preparation-of-aldehydes-and-ketones-dry-distillation-of-carboxylic-acids
aldehydes-and-ketones-lecture-03,Preparation of Aldehydes: Rosenmund's Reduction & Stephen's Reduction,https://youtu.be/if1SZqqJFhI,comments-03-preparation-of-aldehydes-rosenmunds-reduction-and-stephens-reduction
aldehydes-and-ketones-lecture-04,Preparation of Benzaldehyde: Etard's Reaction & Gatterman Koch Reaction,https://youtu.be/RI_6YmmJQ2U,comments-04-preparation-of-benzaldehyde-etards-reaction-and-gatterman-koch-reaction
aldehydes-and-ketones-lecture-05,Preparation Of Ketones: From Acyl Chloride and From Benzene,https://youtu.be/1tiAvZf_zLc,comments-05-preparation-of-ketones-from-acyl-chloride-and-from-benzene
aldehydes-and-ketones-lecture-06,"Properties 1: Nucleophilic Addition - Addition of HCN, Alcohols",https://youtu.be/PDd8LG1xze8,comments-06-properties-1-nucleophilic-addition-addition-of-hcn-alcohols
aldehydes-and-ketones-lecture-07,Properties 2: Addition Of Ammonia & Ammonia Derivatives,https://youtu.be/9_nLPBKeY3g,comments-07-properties-2-addition-of-ammonia-and-ammonia-derivatives
aldehydes-and-ketones-lecture-08,Properties 3: Reduction Of Aldehydes and Ketones,https://youtu.be/1hs9Sd_rg0M,comments-08-properties-3-reduction-of-aldehydes-and-ketones
aldehydes-and-ketones-lecture-09,Properties 4: Tollen's Test (Silver Mirror Test) and Fehling's Test,https://youtu.be/Msqkh97bQ1Y,comments-09-properties-4-tollens-test-silver-mirror-test-and-fehlings-test
aldehydes-and-ketones-lecture-10,Haloform Reaction || Iodoform Reaction || Iodoform Test,https://youtu.be/9kru2q_2yNw,comments-10-haloform-reaction-iodoform-reaction-iodoform-test
carboxylic-acids-lecture-01,Carboxylic Acids,https://youtu.be/ssRlZ21RW8o,comments-01-carboxylic-acids
amines-organic-compounds-containing-nitrogen-lecture-01,Amines / Organic Compounds Containing Nitrogen,https://youtu.be/z-E_koEXP8k,comments-01-amines-organic-compounds-containing-nitrogen
biomolecules-lecture-01,Biomolecules,https://youtu.be/H7kPFFy8iyk,comments-01-biomolecules
salt-analysis-lecture-01,Salt Analysis,https://youtu.be/8rRnn4ECwXI,comments-01-salt-analysis
